class,tweet
0,"Mariano Rivera now has a street outside Yankee Stadium named after him, which Giants have also had similar honors"
1,"That pussy Ain't yours broski. It's jus your turn!"
0,"That long hair doesn't cover up your redneck"
1,"See two of his bitches in the cluuuuub What he do for a living?"
0,"Mad respect to Affleck for refusing to wear a Yankees cap, though as a Sox fan wearing a Mets cap probably irritated him too."
1,"exactly so tweet some other shit fuck all that don't be like everybody this ain't monkey see monkey do koiya"
1,"All I want for my birffday is a big booty hoe! She gotta big booty so I call her big booty! LyricsYouLikeToScream"
0,"I wanna go to a trash talk concert"
1,"aye jalen can I borrow 50 dollars? It aint like yu aint got two jobs? Well can I borrow some pussy? I aint like yu gone give up no head!"
1,"People r retarded for thinking you can eat clean food all day and lose weight. Calories are calories people."
1,"When people complain to me about prices I'm just like bitch do I look like I make the rules?"
1,"these bitches drippin sauce"
0,"Was finna slit my eyebrows up in the shop but nahhhhhh"
1,"Brandon Phelps a hoe ass nigga And wen I see him I'ma smack him like da lil bitch he is 300"
1,"Tf is a real twitter nigga/bitch y'all on this hoe tweekin"
0,"i'm so sick of self serving politicians standing by while BO trashes America. WeAreRepublicNotRegime ImpeachObama"
1,"maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing,"
0,"Whipped"
1,"Meek do some nut shit one time he a bitch I guess y'all forgot all the hoe shit Wale did on twitter oh ok"
0,"YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a"
1,"I can't tell if I want to fuck you or if I want to slit your throat"
1,"Bad bitch give good head, dumb bitch get hood rich"
1,"If you attractive people just gone up and assume you got hoes"
0,"Chest tattoos on females are trash ."
1,"im so winning. bitch"
1,"I just roasted a hoe"
1,"shut the fuck up faggot ass Knicks cock sucker your opinion is irrelevant fag"
0,"Ruffled | Ntac Eileen Dahlia - Beautiful color combination of pink, orange, yellow and white. A Coll"
0,"janet Jackson's nip slip iconic"
1,"bitch I'm me baby I'm me!"
0,"comes in to close out the game here in the 9th. Yankees"
0,"I'm about to post my Charlie Clips vs Yung ill rap battle review in a few"
0,"Green/yellow fuel pump>>>>>dieselstation"
1,"Girlfriend = FaSho pussy Ho = Some mo pussy Dont lose your FaSho pussy, tryna get Some mo pussy, and end up with NO P"
0,"mook gon wi 3-0 but this battle is bad"
0,"Twitch Plays Call of Duty. Enter trash talk in the chat, the auto-aim will do the rest"
1,"Just seen the baddest bitch in tower city My heart just got warm"
0,"Killer line? Josh Smith dropped a killer trash talk line on Kenneth"
0,"Free patterns - Adorable crochet borders Butterfly, ladybug, flower bumblebee and hat edging, trim,"
1,"Im just in my car jamming to Taylor Swift with my side bitch"
0,"mashed potatoes , string beans , yellow rice , and chicken"
1,"i need a trippy bitch who fuck on Hennessy"
1,"This bitch came to the club with a broken neck? Bitch you serious?"
1,"Money can't buy you love so I don't pay for no pussy"
1,"dishing Texas trash talking pts with racist maybe if GBush had apologize for all his sins he wouldn't be hiding"
0,"BlessJesus Amos 33 - Can two walk together, except they be agreed?"
0,"My manager new brand | PRE - ORDER NOW w/ (404) 394-1570--> Red Lust and Cherry White beanies"
1,"y'all hoes avoid schemes"
0,"Good ol Charlie. wwc"
0,"I couldn't press send. That tweet about anchor babies was even too raw for me."
1,"Money can't buy you love so I don't pay for no pussy"
0,"I may have just cried a tad illmissu shiner"
0,"Don Lemon gets called an Uncle Tom, doesn't like it"
1,"happy birthday my little cotton picker"
0,"Gonna shower for the sole purpose of shampooing my beard."
0,"Marshall Law! Whatever you coon"
1,"Im soooooo tired of this dick dyke showing up on my fb feed. Real studs dont fucc niggas. Just be bisexual."
0,"DRUGS> Is why Giants are losing. Just ask barrybonds and the HEDGE BET FUND> WorldSeriesGame6 faggots"
1,"no bitch w my dick"
1,"cracker jack shut the fuck up"
0,"The shines its lights in Yankees pinstripes in honor of Derek Jeter. FarewellCaptain"
0,"Dude remember this wop video? OMG WHERE DID YOU FIND THAT"
0,"trash?"
1,"Los bitch taught me the true meaning of gravity when her panties kissed her ankles!"
1,"Hokis pokis bitch!"
1,"You dumb bitches still think pretty is everything KERI LOOKS BETTER THAN BEYONC Keri probably know she do too but guess"
1,"damn they gonna leave beth here long term. trash"
0,"China's bird flu outbreak 3 good signs, 3 bad signs and 3 very bad signs"
0,"Calling out teabaggers, conservatives on their BS via"
0,"When you eat food that's too hot and start breathing like a retarded dragon."
1,"I thought you would like him cause of the Chi but yeah he a faggot"
1,"We don't play bitch there's no take backs"
0,"Do you have a nickname? What is it? Tator, Tator tot, Tightey whitey, whitey Jr, Taylor whitey pants, agent ti"
0,"Bought this Lp in Manchester the other week, had no idea it was coloured vinyl. Man what a steal! VinylGasm Re-Machined"
1,"Wait. What? Yall ever put ur finger in the lil hole in the back of the pussy? just me? Cool."
1,"Hahaha high school what a joke more like fake bitches an dumb niggas gather here"
0,"Come on man Oreo needs to chill You know about these ? good or nah?"
0,"Thanks Carolina fans 4 the flipped birds+few bottles to the head. Sticks n stones may break my bones but aluminum zimas will"
1,"I'm so tipsy I just tried to relate hoes to mild sauce and make it relevant lol"
1,"I hate that hoe oml"
1,"fuck your chicken sandwich ho!"
0,"let me guess they have yellow cake too? Same crap different president"
1,"lol unfaithful hoes"
0,"Today's Spy Ops (His soles need a cleaning lick lick. I bet this cuties sneaks smell good)"
0,"Can I double stuff your Oreo?"
0,"CHUCKSTRONG GoldSwagger thats awesome += hoosiers"
1,"Look at this coon ass nigga here Standing on a damn toilet, looking around for his manhood"
1,"Get my name tatted, right by ya pussy"
1,"These hoes getting smart gotta watch them"
0,"I'm 81 and I still eat animal crackers EMABiggestFans1D"
1,"I'm a broke hoes dream Rich girls cream !"
0,"Just got done taking some photos with brownie flowcity"
0,"Oh, wait! *can I get that photo of me playin with Creed's SIDE PROJECT by itself? My bad. Yeah, FOB is embarrassing"
0,"i made sweet and SPICY drunken noodles with handmade and handcut ho fun noodles with marinated chicken/shrimp. my back is hurting."
0,"shout out to pullz cuz I kno if I was trash he would have kept it a buck I swear he had every I made jus cuz n actually bump dem too"
1,"One loyal girlfriend is worth more than one hundred hoes."
1,"I made you bitch"
0,"This whole week was trash"
1,"nvm thought we were talking fifa sorry matt you're not trash at zombies"
1,"so your a nigger fighter huh"
1,"Jessica I'm not afraid to slit your throat tomorrow @"
1,"No hoe shit tho I was bout to say Perro got butt naked bitches doing dishes"
1,"bitches be like I'm a virgin"
1,"I see people tweeting what if the purge comes to my city bitch the purge ain't no tour"
1,"all these hoes so familiar JuiceTweet"
0,"Even shorter Charlie Sheen Your move, Mel Gibson."
1,"And even if the sky come fallin, bitch ima still be high. I got faith in my weed man"
0,"Moral to the story If you like the Yanks, I'll pretty much do anything you tell me to do."
0,"Never turned my back on the birds"
0,"There's gonna be a lot of trash talk todayworldcup"
1,"Team no hoes"
0,"Rick Scott vs. Charlie Crist is the worst gubernatorial election in America, and it's the face of our ugly future."
0,"The ending to that Yankee game was so planned I can't even take it"
1,"get some orange hoe"
0,"when baylor wins im talking so much trash"
1,"My phone charging backwards retarded"
1,"that should read suck on my bacon encrusted middle finger Muslim twats"
0,"The NFL is very equal this season everybody showed glimpses of being trash"
1,"In 2014 I'm resolved to perfect my bitch face."
0,"everytime pro teams do GB tourneys that get schmanged. Im not fanboying im just saying I don't think u should say they're trash."
0,"Here we go brownies here we go! WOOF WOOF!"
0,"a girl tweeted you might be ghetto if u bring food from outside into the moviesno u might be stupid if u pay 4.99 for a b"
1,"Them hoes are temporary, but a good woman will always be a good woman."
1,"Aint no bitches here Well, like 3"
1,"lames crying over hoes thats tears of a clown"
1,"yeah, us crackers are the devil."
1,"Seven digits niggas, two commas hoe."
1,"If y'all preppy bitches ever arguing like this at a party and don't do nothing y'all getting hit with a bottle fr"
1,"Fuck u niggas gonna do not a mfka thing oh bitch ass wack ass nigga y'all some fake ass people"
1,"None of my bitches judge me they love me don't think they would like me if i was any other way"
1,"this bitch not tellin me"
1,"I get bitches on tinder"
0,"Nah Electric Fairy Tale seems cool but I'd rather buy some drugs with that money"
1,"my nicca!"
1,"Happy Bday ya bitch you!"
1,"I know right? But here I am wasting time thinking 1more hr till I start the day I'm retarded!"
1,"Some hoes live jus to hit the clubs every weekend"
0,"I is colored, Latino and some Jewish. When I move in, I don't ruin the neighborhood, I wipe it out!"
0,"LeBron doesn't turn 30 til december. he made 5 trips faster than kobe shaq mike or bird. he'll be back yal act like hes retirin"
0,"a video an entire media will likely mock. i am such a crybaby"
0,"Some are oval and some are pink some are blue and some are just yellow"
0,"I have a feeling tonight will be trash."
1,"I don't know, I'm hoe-less, so I don't know where they congregate"
1,"You don't get bitches Take Care the mos overrated album that has been released in the last 5 years"
1,"Yassss bitch!"
0,"cute, but I love her yellow raincoat the most, the contrast with thatandher hair looks so cute! P I love her face in your icon!"
0,"I have no clothes that make me look like a redneck but I tried my best"
0,"It's ok to trash talk but I haven't seen any Bama fans wishing harm or injury towards LSU players."
0,"I am a Yankee by birth, and lived much of my life in north. I see no diff in level of racism"
0,"RuinAComedian Charlie Lapdance"
1,"It's official. I leave America January 3rd. See ya bitches in February. Have fun with winter for me."
1,"When you gonna take me out? Some hoes not gonna let you come over until you spend money on themlisten"
1,"I'm retarded hungover and all we had were beers. A lot of beers."
1,"Wyd hoe bucket heyyy"
1,"fuck em right in the pussy"
0,"News Democrats and AntiSemitism Jewish group condemns VP Joe Bidens offensive reference to Shylocks"
0,"For years two fan bases (UNC and Indiana) have said they do things the right way while UK and others are rogues. My ho"
0,"People be so angry tonight on dis here tweeter. It hard for a colored man to see all dis anger. Like bein in a waffle house in Mississippi"
1,"I hate a lying ass bitch"
0,"Atlanta Houston has so many trash drivers"
0,"I'll let u clam on top and let dat nookie pop I'm in dat cookie jar I ain't no rookie girllll"
1,"Karma is a bitch? Well just make sure that bitch is beautiful"
0,"Getting over a painful experience is like crossing the monkey bars. You have to let go at some point in order to move forward."
1,"hearing a bitch tell a story and all u can think is lie lie lie"
0,"Parents Television Council Scandal sex scene after Charlie Brown was not OK |"
0,"Coors light is trash. Yuck. I don't even like beer."
1,"Bad bitches is the only thing that i like"
1,"I'm not gone see your baby monkey lil ass anyway funky ass"
1,"Niggahs need to keep there bitches in check"
0,"Cheer up Charlie."
1,"I'm just salty bitch"
0,"Yaoooooooo Mawnin yardies!"
0,"Bees won, Mets won, and the Yankees lost. It's a good day in baseball."
0,"Apparently I got chunky for my bday. Worse bday present ever. Lol. diettime"
1,"bitch those are the same options"
0,"Given the rickety slant of that roof I'd say more like Pizza Shanty"
1,"I heard big booty bitches can't take no ."
1,"If I DM u don't announce it to the timeline bitch I'm tryna fuck on the low"
0,"So am I the only cracker up playing his guitar (thank you ) on this Saturday night?"
1,"I'm not the type to fight no bitch over a nigga im the type to say fucc that and take his Bitch"
0,"August is trash"
0,"Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength Hmm now 40 HR hitter. Won't say the S word."
0,"And of course some rascally teabagger on the radio is blaming the 19 dead AZ firefighters on biggovernment. Oy vey. tcot p2 teaparty"
0,"Brown colored eyes are really blue, under a layer of melanin."
1,"Omfg I'm about to murk a bitch all I see is red dude"
0,"Me and hubby relaxing from the studio for a lil then headed str8 to my honey doo wop wops bday bash Kristen"
1,"you are a bitch!"
1,"This bitch is RTing hella cheese tweets right after I said I was lactose intolerant! Why you gotta do that to me?! ;c"
0,"Find one where be beat Nathan Moons head into the ice too. Ol Andrew is straight trash as far as hockey."
0,"Every time I play a Patapon game and hear the Ushishi Theme, I think of a beatboxing monkey. YO YO YO GET UPPA!"
1,"Some of yall just popular cuz of yall name . These bitches be ugly"
0,"so. mad We live in a world where whitey can go to jail for a word other folks wear right on their hats and tshirts. If I wore that shirt"
0,"honestly. That's where I'm the most retarded and is why stuck as artist hoping for a fair dealer/manager situation"
0,"An ad for the Haitian charity Water Is Life mocks people who use FirstWorldProblems hashtag through juxtaposition."
0,"Jihadi streams British ISIS fighter identified as Abu Abdurahman Al Britani killed in action."
1,"Dog Government jobs is the SHIT. I done got my last few off that bitch."
1,"I'm finna quit this bitch irratating me frfr I'm sick of this shit let me start job huntin now"
1,"But she a bad bad bitch make you late for it."
1,"and who said I didn't like myself where the fuck u got shit from u made that up stfu and stop assuming and bitch am not ugly."
1,"bitch I'll fuck you up"
0,"Here come wiggas soft tweets"
0,"When you look like trash and someone compliments you"
0,"I've got a birds eye view of all the secrets you keep."
1,"This bitch weave game serious"
1,"These ho%e$ for everybody just like these niggahs for everybody! A hoe gone be a hoe regardless and (cont)"
1,"The nerve of this nicca Step on my crispy ass shoes wit them dusty ass timbs!"
1,"I love when bitches throw shade. Just confirms i'm doing something right"
1,"no one cares nigger"
1,"No sleep, sleep is for pussies."
0,"If anyone wants to bring me a sweet tea to my party That'd make my bday perfect Well that and cracker barrel"
1,"When you think you sliden, bitch you slippen and I know the truth. I KNOWW I KNOWW I KNOWW, YOU KNOW THAT I KNOWW I KNOWW I"
1,"All a nicca want is some Coney Island and Lous Deli tho! DetroitNiccaInAtlantaProblems"
1,"Just cause i liked a photo from 32 weeks ago don't mean i'm stalking you bitch you just don't look as good as you used to"
1,"Everyday I wake up I got a different bitch"
1,"bitch you NOT either bye"
1,"The left tho twitpic a selfie with a bad bitch"
0,"Your sole purpose is to make money. Otherwise you'd suggest violence prevention policies that actually WORK."
0,"It's weird but I miss Robertson Screwdrivers ( --> From toque to mickey, ten Canadianisms via"
1,"She be on some real shit n stay on some chill shit Besides all my niccas the only one I can chill wit!"
1,"hippie dressed Tumblr bitches Smoke a blunt and all of a sudden they're the most abstract thinkers of"
1,"Y'all motha fuckas best love my foam party in July. This shit is already a bitch."
0,"Everything Jay-Z writes is trash."
1,"lol what else do we have in common nigga hate sleeping in the heat summer is for the birds"
0,"You're standing on a slippery slope where it's all too easy to More for Libra"
1,"yo bitch, I miss you too."
0,"Early bird catches the worm"
0,"Maybe he can call Hootie back up, he don't answer me anymore but still have crows."
0,"First day of spring break ate half a pan of brownies and watched 6 episodes of Parks and Rec with and"
1,"cunt nigger fuck balls tits cocksucker piss dick kike. If you can't take swearing, don't go on the god damn internet."
0,"He's an idiot. miserable trash excuse for a man"
1,"a bitch is all ears My mama told me not to talk to bitches so jk"
0,"keep in shape for the ski slopes"
0,"I went to see This is Where I Leave You, at a movie theater with tables and real food! It was fun. I ordered a brownie dessert. P"
1,"so it turns out Hope Solo is one crazy bitch"
0,"Enjoying My bed. Just perfect For me My Teddy bear and monkey It. Singlelife bed teddybear"
1,"nice ears bitch you look like a god damn elephant"
1,"Pepsi cola Ladies what does your pussy taste like?"
1,"I'm a dope ass nigga n these bitches OD"
1,"you da realest bitch out here Amber"
0,"Morning trash"
0,"Yankees shouldn't rely on the long ball in the playoffs Yankees MLB"
0,"ghetto sour cream"
0,"Yep, sources confirmed it. That Iggy concert last night was trash"
1,"yea, it looks fag-like"
0,"GUYS, I just walked into an office, and the secretary has a bird. Looks like I may just find out for myself."
0,"Everyone thinks that I'm not the person on my id. Like look at my moles, I don't understand Like I colored my hair what a big difference"
1,"Yeah atandt needs to get fucked up with this fuckin water proof galaxy-_- got cheerios slidin down the bitch an shit"
0,"If you didn't have tattoos as a diversion for your bird chest and malnourished body sir your instagram would be trash"
0,"Do you think the guinea pig was okay? ("
0,"chug pee"
0,"Me gusta pollo so espaol that. Lol."
1,"Brandon's a dumb fat chunky whore"
0,"Hand me a brew and I'll chug it"
1,"I peep a lot of shit and I just laugh cause these hoes some actors !"
0,"With the birds i share this lonely view"
1,"You look cute today ) Really?! Helll no, swerve hoe!"
1,"The go-to insult is always to call someone1. Fat2. UglyOr3. A hoe"
0,"yeah I don't think its about injuns. I think redskins is about politics and alcoholism in WashingtonDC"
1,"all I heard was I'm a bitch nigga"
1,"I'm dry humping hoes tonite bussin on they costume so they man deal wit em later. Somebody girl gettin fucked tonight"
1,"Saw some bitch texting and driving so I rolled down my window and hucked my beer at her. Johnny fuckin patrol keeping t"
0,"Every Seth McFarlene cartoon is trash yall love low iq comedy"
0,"NJ-Sole Sole Sauce! Get those soles icy again!"
1,"Trust a bitch I can't wife a bitch I can't"
0,"GRAND OPENING ! @@@@ TOP CLASS Oriental Massage PERFECT !"
1,"Kayci and I greet each other by saying hey cunt like it makes me lol"
1,"damn I just got called a hoe"
1,"If you thought Mansion Elan was crazy with Migos wait til Boosie and Yo Gotti shut that bitch down tonight"
0,"Stay tuned to for an update on the report that 1B will be out 8-10 weeks bum"
0,"Freezing my nips off out here"
0,"Charlie Sheen is the man lol"
0,"Wait did take my brownies?"
1,"Call a hoe a hoe, and a rat a rat"
0,"Kris, griff is too ghetto to know anything about sperrys or vans"
0,"Fran is a hillbilly Virginia mountain man who has pre-1800s white Anglo-Saxon beliefs frankensteinMD kikme"
0,"triple fudge brownie chunk ice cream LifeChanging"
1,"Bitch bitch bitch"
0,"Dis nicca lame"
0,"I like where ur domes at smart"
1,"Baby pussy cant be your only hustle. Unless u bad as Naomi Russell.I mean a lot of ppl got money.So basically Russell aint the only Russell"
0,"PacerNation 4/4 on the road! Perfect way to continue after iubb have finished NBA Pacers indiana hoosiers"
1,"hoe"
1,"raising asia that lil bitch could dance bruh"
1,"N%a hit the butta slide at the end of that bitch"
0,"ghetto, driving a nice car, and not having to pay a lot for rent. I drive a Lexus, and pay little rent. Just saying."
0,"Well how about those Yankees this year? What a run. wtfiswrongwithnebraska"
0,"One scout said Prado is first team most underrated. Gives the Yankees a 2b through 2016, could slide to 3b if needed too."
0,"That's what that means some kid called me at like 1 in the morning asking me if I wanted to hit the slopes"
0,"Apolonia Gardner of Imperial, CA misspells phalarope - a bird that resembles a sandpiper. The dreaded schwa! spellingbee"
0,"Can I help you?-Maybe. You gotta card for Sorry that tranny died in your motel room; now your wife knows. Heres an Applebees gift card?"
1,"Watch yo hoe"
1,"You a pussy dawg"
1,"All yaw hoes want 2 thing Money and Dick"
1,"I hate that one random tear that comes out when you haven't blinked like nigga stop being a bitch"
0,"isn't that kind of saying the Braves won't make it to the World Series? LOL"
0,"Green and yellow -lil Wayne"
1,"Real All jokes aside the hoes I know some of the coolest women I've ever met"
1,"DearFeministMen there are easier way to get pussy w/out sacrificing your man hood best of all they dont include losing ur self respect!"
1,"Dr gero made android 18 to destroy da world das sum bitch nigga shit I would program a girl android to gimme sum neck 24/7"
1,"All the hoes loyal"
1,"Can someone treat me to some grub? I'm broke bitch over here."
1,"when a bitch say you cant dance"
1,"My bitch makes your bitch look like precious thebooty ohgawd bae"
1,"Niggas be on here with these Captain Obvious ass tweets about how to treat women and these lonely low self esteem hoes be ea"
1,"you mean the niggaz i shot? Ill give you 100k if u let any nigga smell your pussy and it don't smell like shit."
0,"Obispo ho. We'll do it big"
0,"Dying laughing' Russian wrestlers mock girly man Obama's workout video"
1,"likkadawgg turn up ya bitch fw ya dawg man"
1,"Hoes really be having built up animosity towards you for no reason. Like what's your problem bitch? Fill me in cuz I'm lost"
0,"We might have more. Can't really be sure. But some weird little bird said that might be a possibility. Stay tuned. Maybe."
0,"What the monkey"
1,"Gee isn't cracker a racist term? So tired of these race baiters."
0,"I'm in my bed like half asleep and stuff. But I really want that Oreo coffee coolatta."
0,"well since you is blood you get a G pass but only this time and I won't tell wop about that lyric situation"
0,"Whipped out some french in front of some babes at the post office. winning"
0,"You know you are in the ghetto when you see streets named Martin Luther King Jr and LittleJohn. halp"
0,"My Chinese social media feed is in total hysteria over the onset of bird flu and recent dead pigs in the river in Shang"
0,"Exclusive Arsne Wenger gave two yellow cards and red card while refereeing a charity match in Rome."
0,"I'm not trying to be critical but Jr. literally looks like he just ate a pot brownie, got off a couch and put on his gloves"
0,"I'm just tryna get to sleep before the birds start getting rowdy."
1,"omg my mom did it on Christmas once if I hadn't been the hostess that year I would've slit her throat"
0,"Rumours that the boys will be touring around the world for OTRA Tour and it will end in the UK/Ireland as a welcome ho"
1,"Hit a bitch with a car bomb."
0,"only my school wouldnt give kids their schedules ghetto"
0,"Seeing another baseball team just makes me wanna book my trip right now."
0,"Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water"
1,"Aye little bitch y'all niggas hirin?"
1,"Some of y'all females undercover hoes"
1,"I want to be obsessed with someone and I want someone to be obsessed with methen u might have to kill the bitch"
1,"Handicap sticker bitch I park where I want."
0,"Not ya grandma brownies, wink wink"
1,"I call my penis The Titanic because so many bitches went down on it."
0,"Dare be only one bag dat folks be suckin on what I comes to yo partayyyy! All da ofay be wantin to ride in my eldorato"
0,"NowPlaying The Doors - The WASP (Texas Radio and the Big Beat) on 1069TheArrow -"
0,"walking dead gonna be so trash this season"
0,"This crow in Aberdeen just won at photobombing (pic by Steve Black] - via"
1,"shoulda came to my family's dinner tonight we talked about shitting and negros."
0,"Pat Martin Is Gonna Show Some Yankees a Thing or Two at the James Beard House Tonight"
1,"Lesson 12 don't pass out at before 12 like a lil bitch"
0,"I miss you! *Eating as we speak* I miss you red bone and that cooking !"
1,"porn,android,iphone,ipad,sex,xxx, | Facial | Blonde tranny whore gets rammed and facialized"
0,"If you're playing flappy bird 1-800-273-8255 National Suicide Prevention Lifeline. to save lives"
0,"One of my classmates offered my teacher and brownie and someone said you trying to earn brownie points"
0,"Female Jihadis, European and American GRAVE Dangers! - Joe For America via"
1,"I dont kiss none of these hoes"
1,"Im done with life Im just ready to wake up and have pussy for breakfast everyday"
0,"Baby albino"
1,"Us dykes get more play than most niggas! -FAMU"
0,"her face ugly to me, and her nudes were trash."
1,"thats why we had 8 regular season losses you are retarded"
1,"I'm really chill. I talk to everyone, I'm far from being a stuck up bitch."
1,"elissa is such a fake cunt"
0,"vintage mickey"
0,"Enjoy 50% off DC tickets with our code and check us out at booth 640! Vegan brownies samples and more!"
0,"HOT ISIS SOCIAL MEDIA PHOTO Laughing Jihadis Get Baby To Kick Severed Head ***warning, graphic*** tcot pjnet"
0,"Only Blood Can Satisfy The Hungry Flames Of Rhollor, Charlie Brown"
0,"My arguement with she's the baddest white girl is she's trash.Her argurment with she's trash is But she's paid"
1,"Ass slapping is one the greatest things. Haha. I slapped a girl on the ass. . She got mad I aint get pussy for a week"
0,"Egypt? R the muzzie Bros still running things? . Only a tad better. Certainly no respectors of Dem though"
0,"Hello dare momma. I show glad dat u follow me. U lbe screamin hot in dem pitchers. You eva b wit colored men?"
0,"Gotta keep the sox down while they're down! RedSox Yankees mlb"
1,"Starks being a faggot"
1,"My monday bitch keep her ass up and face down"
0,"Don't follow the astros they said. They're trash they said. Well now look at them astros"
1,"These hoes really make me laugh lol"
1,"Kanye new video so bitch made mane. Bruh how you gone throw shots a Barrack den come up wit Dat shit"
1,"why lil ricky stole MJ Chain and tried to flex with the bitch in his avi"
0,"Charlie Day?"
0,"graham crackers with marshmallows, the little marshmallows and little chocolate bars and we can make s'mores, man."
0,"waits for Fanduel to hit me with the jig*"
0,"52% of the world's mammals, birds, reptiles, amphibians and fish vanished between 1970 and 2010"
0,"stance socks trash"
0,"Yankees survive 9th-inning scare to beat Rangers, 12-11. Gardner 4-5, HR, RBI, 3 R Teixeira 1-2, HR, 2 RBI, 3 R htt"
0,"Why Tori Amos matters now more than ever via"
0,"Nah, 2013 was trash 2014 was so trash dawg"
0,"2 good Jeter hero for Yankees in send-off via"
1,"Put that on everything I love. Ain't no ugly bitch Finna talk to me crazy in my car. I'd put her ass out and make her walk"
1,"Some niggahs save hoes, I aint that heroic."
1,"Dear whores Don't tell me I can't dance when the only dancing you do is open your legs and shake your ass like a video ho to shitty rap."
0,"I uploaded a video UPDATE ON UGANDA ANTI-GAY BILL Freemasonry, Anglo-American Influence, and"
0,"I saw an ajumma walk out in the beginning saying, Wow, this is so trash that I can't even listen to it lmaoo"
0,"Or don't vote for the cripple amirite? bigot MT Vote VoteWendyDavis for Governor of Texas."
0,"I told her too. I said bri don't get in tweef with anyone because you're trash at it and then she goes and tweefs with like 6 freshman"
0,"If your boy breaks up with you and has a new girlfriend a couple days later, then there was something you didn't know abo"
1,"do you work today niglet?"
1,"where have you been hoe"
0,"red and yellow it should be then"
0,"about the beanies but steal my description but u aren't salty or fake"
1,"You are the biggest two faced bitch I have ever met. You won't @ her"
1,"Life is too fuckin short for free bird"
1,"hoes thinkin 2014 turns them into born again virgins."
0,"SingleBecause ill find a cute hoosier to date next year"
1,"It's this dyke chick cut hair in the barbershop look just like Future"
0,"Charlie Strong took the longhorn logos off his players helmets They have to earn it back. Sport"
1,"It opened up with some clouds parting and with SILK----->Can we get a room on the southside of the ghetto!"
0,"The recommended serving size for brownies is all of them."
1,"Feelin like I can have any bitch I want. Feelin like all these hoes in this bitch want me."
0,"might walk to Dunkin donuts, i want a Oreo coffee coolatta."
1,"You hoes need to stop dressing y'all kids as Migos and Rappers that y'all fucked. Lil nigga just wanted to be a power ran"
1,"Good day with these 2 bitches"
0,"Lethal bird flu cocktail sent out of lab accidentally went unreported CDC"
0,"I'm an early bird and I'm a night owl, so I'm wise and have worms."
1,"What's wrong with these bitches breh"
0,"Reds haven't lost a series at Yankee Stadium since 1961 World Series 76 08 12"
0,"trash Can the Notorious B.I.G.s son CJ Wallace rap? Watch and vote here"
1,"bird fucking"
1,"I smashed her an dat pussy was wet"
0,"Gary's girl was a tranny. I wonder what would have become of if he'd written Gary's Girl'."
1,"hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!"
1,"On a handstand? *pops pussy in delight*"
0,"Maybe I don't feel too great because I only got 3hrs of sleep. Surely it's not last nights boxes of cookies and crackers dinner! chunk"
0,"Hope she's larger than a bird."
1,"You pussy nigga, I see ya whiskers"
1,"naw negro"
1,"if we're dating, don't be a sensitive bitch when i insult you i expect to be insulted back."
0,"Quickscoping trash. TAKE OF THE TONY HAWK SETUP AND PLAY NORMALLY. THAT'S NOT WHAT SNIPERS ARE FOR!"
1,"Fuck michelle obama. That monkey doesnt belong in the white house"
1,"Feels like it's been a year since I seen ya queer lolol"
1,"The chinks really hunting their food Dog shot with arrow in N.O. East-"
1,"bitch stop hating on such an immaculate suit."
1,"Fucking on the first night don't make you a hoe ."
0,"teabaggers weakening food and environmental regulations is infinitely more scary and lethal than terrorism."
0,"This would never happen at a non-colored award show"
0,"Mississippi state fans are the best to just mock. It's so easy. Poor state. It's hard getting wins against top 25 opponents. FailState"
0,"I am a strong believer that birds of a feather flock together"
0,"Early bird get the worm."
0,"dayum saterlyt shoz un bayg ho-ul"
0,"Yankee homeruns make me all tingly."
0,"Dress shirt, saggy jeans, backwards Yankee hat now that's lifting swag"
0,"12 oz arizona's trash"
1,"bitch I might be"
1,"Wow, putting a whole manifesto up using TwitLonger. And by a Canadian. Hey hoser how many will you adopt?"
1,"When Lil Wayne said why give a bitch your heart when she'd rather have a purse"
1,"That ain't my hoe.This is the same man that wants to be Godly"
0,"Take me for a ride woof woof"
1,"I tell the truuuOoooth That bitch is ugly, yeah her aunt, and momma too. I was gone lie about er, but bro I had to tell the truth."
1,"Niggas Be Like_____________Fuck! There go the 5'o__________Be cool son________Man fuck __________bitch as"
0,"copy my tweet again you ginzo"
0,"Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe"
0,"I would like to test and see how long your tongue really is, my lady. [eggplant emoji]"
1,"Better nip that shit in the bud early."
1,"how about you wash my butthole out with your tongue you little faggot"
1,"Fuck all the skinny bitches NeverForget"
1,"These lame bitches don't have a fighting chance !"
1,"shut the fuck up, you fucking trash nigga, work on another ring"
1,"Damn babe sike forever fucking with basic bitches"
1,"Not even sweating these hoes"
1,"Kiara has small chubby fingers bitch"
0,"green beans, summer yellow squash, zucchini, cucumber I will set some more out by the road today its free."
1,"Everybody fucking everybody bitch everybody with the shit that's LIFE"
0,"Note Khorasan is the old Arabic name for parts of Iran, Afghanistan. Not an invention of modern Jihadis. justsayin"
1,"Your bitch frontin that's you! My bitch stuntin that's me!"
